category,text
0,tough rules for ringtone sellers firms that flout rules on how ringtones and other mobile extras are sold could be cut off from all uk phone networks the rules allow offenders to be cut off if they do not let consumers know exactly what they get for their money and how to turn off the services the first month under the new rules has seen at least ten firms suspended while they clean up the way they work the rules have been brought in to ensure that the problems plaguing net users do not spread to mobile phones in the last couple of years ringtones wallpapers screensavers and lots of other extras for phones have become hugely popular but fierce competition is making it difficult for firms to get their wares in front of consumers said jeremy flynn head of third party services at vodafone if you are not on the operator s portal you are going to have quite heavy marketing costs because it s a problem of how people discover your services he said to combat this many ringtone and other mobile content sellers started using a new tactic to squeeze more cash out of customers this tactic involved signing people up for a subscription to give them for instance several ringtones per week or month instead of the single track they thought they were getting mr flynn said that the move to using subscriptions happened over the space of a few weeks at the end of 2004 websites such as grumbletext co uk started getting reports from customers who were racking up large bills for phone content they did not know they had signed up for what made us uncomfortable was that these services were not being marketed transparently said mr flynn people did not know they were being offered a subscription service we saw potential for substantial consumer harm here he added the swift adoption of subscription services led to the creation of a new code of conduct for firms that want to sell content for mobile phones the drafting of the new rules was led by the mobile entertainment forum and the uk s phone firms everyone is required to conform to this code of conduct said andrew bud regulatory head of the mef and executive chairman of messaging firm mblox it s all about transparency he said consumers have to be told what they have got themselves into and how to get out of it the consumer has a right to be protected he said christian harris partnership manager of mobile content firm zed said the new system was essential if consumers were to trust companies that sell ringtones and other downloads the groundrules must be applied across the whole industry and if that s done effectively we will see the cowboys driven out he said the new rules came in to force on 15 january and the first month under the new regime has seen many firms cautioned for not honouring them some have been told to revamp websites so customers know what they get for their money and what they are signing up for said mr flynn also said mr flynn vodafone has briefly cut off between eight and ten content sellers flouting the rules we have quite draconian contracts with firms he said we do not have to say why we can just cut them off under the rules consumers must be able to switch off the services by using a universal stop command sent via text message he said the system had been designed to limit how much a consumer will pay if they inadvertently signed up for a service the mobile is so personal that people really resent the abuse of what is effectively part of their personality said mr flynn
3,no uk premiere for rings musical the producers behind the lord of the rings musical have abandoned plans to premiere the show in london because no suitable theatre was available the 11 5m show will make its debut in toronto in march 2006 after it was found that all three west end theatres with sufficient capacity were booked the musical is not expected in london before december 2006 producer kevin wallace said it would be worth waiting for it will be like nothing they have ever seen before i know there will be a lot of disappointed british tolkien fans who hoped to see the show in london but we couldn t get a london theatre in time added the british producer the world premiere of the stage musical co produced by canadian theatrical impresarios david and ed mirvish will take place at toronto s princess of wales theatre next year toronto really wanted this premiere the tolkien books and films are hugely popular in canada said mr wallace shortly after signing the deal in canada we hope the anticipation and excitement over here will create an even bigger buzz by the time we open in london auditions begin in canada on thursday but up to five british actors may join the cast under a deal struck with canadian actors equity the music for the show is being written by bollywood composer ar rahman who was behind andrew lloyd webber s west end musical bollywood dreams and in conjuction with the finnish group varttina there will be no singing and dancing hobbits the music will be in a very traditional mould and draw on ethnic traditions assured mr wallace the musical s british director is matthew warchus best known for staging the worldwide stage hit art the production will be a hybrid of text physical theatre music and spectacle never previously seen on this scale he said only in the theatre are we actually plunged into the events as they happen the environment surrounds us and we are in middle earth new zealander peter jackson took 10 years to bring jrr tolkien s fantasy trilogy to the big screen winning academy awards for best film and best director for the final film the return of the king in 2004
0,peer to peer nets here to stay peer to peer p2p networks are here to stay and are on the verge of being exploited by commercial media firms says a panel of industry experts once several high profile legal cases against file sharers are resolved this year firms will be very keen to try and make money from p2p technology the expert panel probed the future of p2p at the consumer electronics show in las vegas earlier in january the first convictions for p2p piracy were handed out in the us in january william trowbridge and michael chicoine pleaded guilty to charges that they infringed copyright by illegally sharing music movies and software since the first successful file sharing network napster was forced to close down the entertainment industry has been nervous and critical of p2p technology blaming it for falling sales and piracy but that is going to change very soon according to the panel the music and film industries have started some big legal cases against owners of legitimate p2p networks which are not illegal in themselves and of individuals accused of distributing pirated content over networks but they have slowly realised that p2p is a good way to distribute content said travis kalanick founder and chairman of p2p network red swoosh and soon they are all going to want a slice of it they are just waiting to come up with business models that work for them which includes digital rights management and copy protection standards but until the legal actions are resolved experimentation with p2p cannot not happen said michael weiss president of streamcast networks remembering the furore around vcrs when they first came out mr weiss said old media always tries to stop new media when they can t stop it they try to control it then they figure out how to make money and they always make a lot of money once the courts decided that the vcr in itself was not an illegal technology the film studios turned it into an extremely lucrative business in august 2004 the san francisco based us court of appeals ruled in favour of grokster and streamcast two file sharing networks the court said they were essentially in the same position that sony was in the 1980s vcr battle and said that the networks themselves could not be deemed as illegal p2p networks usually do not rely on dedicated servers for the transfer of files instead it uses direct connections between computers or clients there are now many different types of p2p systems than work in different ways p2p nets can be used to share any kind of file like photos free software licensed music and any other digital content the bbc has already decided to embrace the technology it aims to offer most of its own programmes for download this year and it will use p2p technology to distribute them the files would be locked seven days after a programme aired making rights management easier to control but the technology is still demonised and misunderstood by many the global entertainment industry says more than 2 6 billion copyrighted music files are downloaded every month and about half a million films are downloaded a day legal music download services like apple itunes napster have rushed into the music marketplace to try and lure file sharers away from free content sales of legally downloaded songs grew tenfold in 2004 with 200 million tracks bought online in the us and europe in 12 months the ifpi reported this week but such download services are very different from p2p networks not least because of the financial aspect there are several money spinning models that could turn p2p into a golden egg for commercial entertainment companies paid for pass along in which firms receive money each time a file is shared along with various drm solutions and advertiser based options are all being considered we see there are going to be different models for commoditising p2p said marc morgenstern vice president of anti piracy firm overpeer consumers are hungry for it and we will discover new models together agreed mr morgenstern but many net users will continue to ignore the entertainment industry s potential controlling grip on content and p2p technology by continuing to use it for their own creations unsigned bands for example use p2p networks to distribute their music effectively which also draws the attention of record companies looking for new artists to sign increasingly what you are seeing on p2p is consumer created content said derek broes from microsoft they will probably play an increasing role in helping p2p spread he said looking into p2p s future file sharing is just the beginning for p2p networks as far as mr broes is concerned once some of these issues are resolved you are going to see aggressive movement to protect content but also in ways that are unimaginable now he said file sharing is the tip of the iceberg
4,blunkett unveils policing plans people could be given the mobile phone number of their local bobby under an overhaul of policing in england and wales unveiled by david blunkett the plans include a dedicated policing team for each neighbourhood and a 10 point compulsory customer charter the home secretary said targets would be put in place to ensure that the public got a good response from police local people would also be able to trigger action on specific problems if they felt nothing was being done local councillors would have to show certain conditions had been met before invoking the power and police could refuse the request if the complaints were frivolous would only cause annoyance or would pose too heavy a burden on resources mr blunkett said a new three digit number would be created for non emergency phone calls to police the best performing police services would get more cash and extra freedoms he said but he would not shirk from stepping in where the public was being failed the home secretary s powers to suspend or sack chief constables are being reviewed after mr blunkett s battle with humberside chief david westwood over intelligence failures on soham murderer ian huntley opposition parties also want more local policing to tackle nuisance behaviour and other crime but they accuse ministers of tying the police up with paperwork tory spokesman david davis said the proposals were little more than a taxpayer funded pr exercise ahead of a general election predicted for next may police forces were already buried under existing government initiatives and there was little in the latest plans to reassure them said mr davis earlier lib dem home affairs spokesman mark oaten said the government was right to want to increase the links between local people and the police but these measures will only work if they re matched with a cut in the amount of paperwork and investment in modern equipment to keep the police out on the streets before delivering a statement to mps mr blunkett was joined by tony blair at welling school in south east london which is at the heart of a community policing initiative mr blunkett said he wanted to go back to a time when i was very young when you expected the police to be part of the community and the community to be part of policing and where people were joined together in partnership making it work the prime minister said the law abiding citizen should be in charge of the community and not the minority who want to cause trouble mr blunkett already boasts about producing record police numbers he has also started to recruit 25 000 community support officers csos and the new plans would allow all police forces to give them the power to detain suspects an extra 50m was promised on tuesday so 2 000 new csos can be recruited now rather than next year within two years every force will be expected to keep to a coppers contract on what kind of service the public can expect a mori poll this summer suggested policing unlike health and education was the one major public service where people were less satisfied the more contact they had with it the plans also include the idea of allowing people join police forces at different levels rather than the traditional way of making everybody spend specific amounts of time as a constable before being promoted there will also be specific exercises to encourage black and asian people to join the police at senior ranks
2,mcilroy aiming for madrid title northern ireland man james mcilroy is confident he can win his first major title at this weekend s spar european indoor championships in madrid the 28 year old has been in great form in recent weeks and will go in as one of the 800 metres favourites i believe after my wins abroad and in our trial race in sheffield i can run my race from the front back or middle said mcilroy new coach tony lester has helped get mcilroy s career back on track the 28 year old 800 metres runner has not always matched his promise with performances but believes his decision to change coaches and move base will bring the rewards mcilroy now lives in windsor and feels his career has been transformed by the no nonsense leadership style of former army sergeant lester lester is better known for his work with 400m runners roger black and mark richardson in the past but under his guidance mcilroy has secured five wins this indoor season mcilroy now claims he is in his best shape since finishing fourth for ireland at the outdoor european championships in 1998 that was my last decent year said mcilroy who temporarily retired last august before returning to the sport under lester s shrewd guidance before every race was like trying to climb mount everest and i now know you can t do it on your own trying to succeed saw me sometimes standing half dead and terrified on the starting line which became a bit too much mcilroy who was compared to the likes of sebastian coe steve cram and steve ovett in his younger days is now competing without the benefit of national lottery funding that situation could change if he maintains his current form and repeats the world class times he produced in the 800m and 1000m at major races in erfurt and stuttgart earlier this season russian dmitriy bogdanov won at the same madrid venue last week and then claimed the european championship race would be between himself dutchman arnoud okken and antonio reina of spain but mcilroy is unfazed he admitted he looked quite good in his win and fair enough everyone has the right to their own opinion i never write myself off and let s face it i haven t or looked like being beaten this season and mcilroy whose time of one minute 46 68seconds in erfurt elevated him to sixth place on the uk all time list is also already looking beyond madrid he said i ve been much more focused this year about my career and having such a good team around me has been very important ultimately of course this weekend is a means to an end and that is getting prepared for the summer s world championships that ambition has meant that i ve had only two nights out since last august the rest of my time has seen me just concentrating on rebuilding my career
2,celtic unhappy over bulgaria date martin o neill hopes to block stilian petrov s call up by bulgaria during celtic s busy festive programme the celtic manager does not view the friendly against valenciana a region of spain on 28 december as important i can t say i was overly pleased at the fixture being played just after christmas said o neill we will have to speak with the bulgarian fa it s their prerogative for them to arrange a fixture and our prerogative how we handle it bulgaria s game comes between celtic s boxing day meeting with hearts and their 2 january fixture against livingston o neill believes the extra game will not help a midfielder whose season has already been affected by injury they have organised a game at a rather awkward time he added when we were out playing barcelona i spoke with the bulgarian manager hristo stoichkov and he mentioned this game to me we pay his wages we are the ones that if an awkward fixture is going to be played at some stage or another it should be to our benefit rather than anyone else i have said this before but bulgaria are the one nation who seem to organise a lot of friendly games
2,palace threat over cantona masks manchester united fans wearing eric cantona masks will not be allowed in selhurst park on saturday united fans are planning to mark the 10th anniversary of cantona s infamous kung fu kick on crystal palace fan matthew simmons by wearing the masks but palace stadium manager kevin corner has warned if they wear them inside selhurst park they will be immediately rejected on safety grounds and no fans wearing cantona masks will be allowed entry to the stadium united fans had declared saturday as cantona day and had planned to wear masks that were popular during the frenchman s time as a player at the old trafford club cantona received a nine month ban following the incident and palace are keen to avoid an incident that would stir up ill feeling between the two sets of supporters four months after the cantona incident a palace fan paul nixon was killed prior to an fa cup semi final at villa park
2,middlesbrough 2 2 charlton a late header by teenager danny graham earned middlesbrough a battling draw with charlton at the riverside matt holland had put the visitors ahead in the 14th minute after his shot took a deflection off franck queudrue but middlesbrough peppered the charlton goal after the break and chris riggott stroked home the equaliser shaun bartlett s strike put charlton back in front but that lead lasted just six minutes before graham rushed onto queudrue s pass to head home the match burst to life from the whistle and charlton defender hermann hreidarsson had sight of an open goal after just six minutes hreidarsson received danny murphy s free kick from the right but he crashed his free header wide of the far post the iceland international looked such a danger the boro bench could be heard issuing frantic instructions to mark him charlton s early pressure paid off when bartlett received a long ball from talal el karkouri in the box and laid it off to holland who buried his right footed strike szilard nemeth recalled in place of joseph desire job was twice denied his chance to get middlesbrough back on level terms by dean kiely the striker played a great one two with jimmy floyd hasselbaink only to see kiely get down well to smother his shot before directing a header straight into the keeper s arms boro had plenty of time on the ball but the addicks comfortably mopped up the pressure with kiely tipping a hasselbaink header over the bar to take their lead into half time it was all one way traffic after the break at the riverside as middlesbrough poured forward and kiely even saved hreidarsson s blushes when he palmed the ball away to prevent a charlton own goal but the addicks keeper could do nothing about riggott s equaliser in the 74th minute the boro defender looked suspiciously offside as he got on the end of gareth southgate s misdirected effort but despite the charlton protests his goal stood the addicks did not let their heads drop and bartlett left the boro defence standing picking up hreidarsson s cross to easily sink his right footed strike but substitute graham was on hand to grab a share of the points for the home side the 19 year old striker nodding home the equaliser and his first premiership goal with five minutes left on the clock i felt we did enough to win the game even though the first half was lacklustre we dominated after the break the players showed a fantastic response and we should have gone on to win but for charlton goalkeeper dean kiely who made three tremendous saves we could have scored five or six to take the lead and then to get penned back it feels a little bit like a defeat admitted kiely we were winning but middlesbrough kept knocking on the door but we stood up and credit to us we didn t capitulate we ll kick on now our short term ambition is to progress from the seventh place finish from last year nash reiziger graham 82 riggott southgate queudrue parlour job 86 doriva nemeth parnaby 87 zenden downing hasselbaink subs not used cooper knight riggott 74 graham 86 kiely hreidarsson perry el karkouri young konchesky murphy euell 78 holland kishishev thomas johansson 72 bartlett subs not used fish jeffers andersen konchesky hreidarsson perry holland 14 bartlett 80 29 603 m riley w yorkshire
4,straw backs ending china embargo uk foreign secretary jack straw has defended plans to end the european union s arms embargo on china despite opposition from the us and japan mr straw visiting beijing noted arms embargoes applied to china burma and zimbabwe but not to north korea which he said had a terrible rights record the eu imposed its arms ban on china in 1989 after troops opened fire on protestors in tiananmen square mr straw also signed a deal on china uk tourism it is expected this would increase the number of chinese tourists by 40 000 per year providing 120m in revenue china has in the past said it sees the weapons ban as politically driven and does not want it lifted in order to buy more weapons mr straw speaking at a joint news conference with chinese foreign minister li zhaoxing stressed this point the result of any decision to lift the arms embargo should not be an increase in arms exports from european union member states to china either in quantitative or qualitative terms mr straw said earlier this week he said he expected the embargo to be lifted within six months but mr straw faces tough opposition to the move tory foreign affairs spokesman michael ancram said lifting the arms embargo would be irresponsible and would damage britain s relations with the us he said mr straw was naive beyond belief if he accepted china s claim it does not want the ban lifted in order to buy weapons the french want the embargo lifted because they want to sell arms to china the chinese want it lifted because they want to buy arms and battlefield technology from europe when he was in tokyo earlier this week japanese foreign minister nobutaka machimura told the british minister that his plan to remove the embargo was a worrying issue that concerns the security and environment of not only japan but also east asia overall washington argues that if the embargo is lifted it could lead to a buying spree for arms that china could use to threaten its diplomatic rival taiwan beijing says taiwan is part of chinese territory and wants to unite it with the mainland by force if necessary the us is bound by law to help taiwan defend itself washington has also voiced concern that the human rights conditions in china have not improved enough to merit an end to the embargo it is an issue raised by human rights groups too brad adams from the uk s human rights watch said this is a huge political signal from europe that they are willing to forget about tiananmen square but mr straw insisted the eu s code of conduct on arms exports meant tough criteria on human rights still had to be met if the embargo was lifted
2,worcester v sale fri sixways friday 25 february 2000 gmt they make just one change with tim collier replacing phil murphy in the second row in contrast sale are missing 14 players due to a combination of international call ups and injuries john payne and chris rhys jones come into the centres while scrum half richard wigglesworth looks set to play on the wing delport pieters rasmussen lombard o leary brown powell windo van niekerk horsman collier gillies hickey sanderson macleod henderson replacements fortey murphy daly vaili cole hayes trueman hanley mayor payne rhys jones wigglesworth hercus redpath capt turner roddam stewart day schofield caillet carter chabal replacements from bozzi coutts anglesea lund martens riley duffy c jones
3,chris evans back on the market broadcaster chris evans has begun selling thousands of his possessions from a stall in camden market london evans perched on a stool as shoppers wandered around the open fronted shop packed with his furniture among the items from his homes in los angeles and london were countless sofas chairs pictures beds and memorabilia from his past tv shows asked the reason for the sale evans said i just want to get rid of it all it s just a headache he added it feels good to be selling this stuff it s a weight off my mind look at it all there s so much clutter i ve enjoyed every bit of furniture and every poster but it s not important anymore the normally gregarious evans cut a peculiarly unshowbusiness like figure as he sipped coffee and smoked cigarettes wrapped in a big coat and scarf in front of his aladdin s cave however the ostentation of some of the items on sale painted a picture of the eccentricity that endeared him to the british public in shows such as channel 4 s gameshow don t forget your toothbrush the most striking thing about many of the pieces was their sheer size sofas looked like they could seat a small party and a bed seemed big enough for four the elaborate nature of the pieces many custom made had to be admired particularly a huge red and gold upholstered throne and a stripy deckchair from the queen mary liner to help people in their browsing evans had given the pieces labels with not only the price but a helpful often comic aside isn t it great was the comment on the 1 950 throne and bob dylan s old sofa honest was written on a dark wood couch priced 4 250 the prices were steep by a lot of people s standards but evans said it was not deterring shoppers i ve sold quite a lot already everything here is on sale for less than i bought it for but it s not really about the money it s about getting rid of it all we ve all been bartering that s what it s all about he added that he was not going to reveal what he was going to do with the money he was making vintage tv and film posters also lined the walls including a rare portrait of raquel welch and an original advertising print from the benny hill show and almost hidden at the back of the lock up were the two giant toothbrushes from his former channel 4 show although these were not for sale despite the sheer curiosity value of the sale there was a healthy trickle of interest from the public rather than the perhaps expected crowds some wandered in just to browse as they would any of the other stalls not knowing that it belonged to evans paul burgess said i didn t realise i thought it was just a load of junk i should go back and have a better look but local resident francesca detakats came specially to the stall and left happy with her purchase of an original 1960s photograph of the who by david wedgburg ms detakats said she was a collector and did not mind paying 350 for the print if you like something you don t really count it like that she said martin hellewell who had also made a point of visiting evans shop said he thought it was a great idea why not if you ve got stuff to get rid of it s a good place to do it said mr hellewell evans has taken out the stall with business partner pete winterbottom they plan to open every day if possible although evans did not know how often he would be there we ll stay definitely until christmas and then maybe a week after that said evans
4,game warnings must be clearer violent video games should carry larger warnings so parents can understand what their children are playing the trade and industry secretary has said patricia hewitt is expected to call for the law banning the sale of 18 rated games to children to be enforced better at a games industry meeting on sunday she is concerned too many children are playing games aimed at adults which include high levels of violence parents are expected to spend millions on video games as christmas presents violent games have been hit by controversy after the game manhunt was blamed by the parents of 14 year old stefan pakeerah who was stabbed to death in leicester in february his mother giselle said her son s killer warren leblanc 17 who was jailed for life in september had mimicked behaviour in the game police investigating the stefan s murder dismissed its influence and manhunt was not part of its legal case ahead of sunday s meeting in london ms hewitt said she was proud of the uk s vibrant games industry but was concerned too many children were playing games which should only be sold to adults roger bennett head of gaming industry body elspa said banning violent games would be wrong he said we don t want to go down that route we have seen that the government is supportive of the industry the government is holding a further meeting on friday with industry and retail representatives as well as the british board of film classification to discuss how labelling can be made clearer ms hewitt said adults should be treated as adults and children as children it is important that retailers respect the classifications and do not sell games with high levels of violence to minors equally parents need to know what they might be buying for their children video games are different to films or videos and not all parents have grown up playing games in the way our children do we need to look carefully at how we improve content warnings and strengthen sales enforcement her call was backed by culture media and sport secretary tessa jowell who said you wouldn t let your child watch the texas chainsaw massacre you wouldn t let them go to a strip club so you shouldn t let them play an 18 rated game it s the same principle adults can make their own informed choices but children can t always and need to be protected anyone convicted of selling an 18 rated game to a child can be jailed for six months and fined up to 5 000 rockstar games the makers of manhunt has said in the past it markets its games responsibly and only targets its adverts at adults
2,bellamy under new fire newcastle boss graeme souness has reopened his dispute with craig bellamy after claiming the welshman was not good enough for the magpies bellamy left newcastle to join celtic on loan after a major row with souness souness who refused to refer to the 25 year old by name said bellamy did not score enough goals the chap that s just gone has scored 9 3 goals a season in his time in senior football half of those weren t even in the top flight said souness that s not good enough for a striker at a club like this we need to have two strikers who are near 20 goals on a regular basis bellamy turned down a move to birmingham in favour of joining celtic after a disagreement about the welsh international playing out of position quickly escalated earlier in the week souness had said that he risked losing the confidence of the players and damaging his own reputation if he had not taken a hard line after bellamy accused him of lying there are certain things you can forgive and forget said souness but if i d been seen to be weak in this case there was no future for me with the players in the dressing room or any job i have after newcastle he could then return to st james park and he says that he wants to however it would seem unlikely he will play for newcastle again as long as souness remains in charge
2,navratilova hits out at critics martina navratilova has defended her decision to prolong her tennis career at the age of 48 navratilova who made a comeback after retiring in 1994 will play doubles and mixed doubles events in 2005 women s tennis is really strong she said dismissing suggestions that the fact she could still win reflected badly on the women s game all i can say is i m that damn good i m sorry but i really have to blow my own horn here i m still that good navratilova has won three grand slam mixed doubles titles since she came out of retirement and she was so encouraged by her form that she decided to resume playing singles winning two of her seven matches she was knocked out in the first round of the french open but reached the second round at wimbledon navratilova will partner nathalie dechy in the doubles event at the uncle toby s hardcourts tournament on australia s gold coast which begins on sunday she will then link up with daniela hantuchova for the australian open doubles and play in the mixed doubles with leander paes i might be playing some singles events this season depending on the surface she added
1,stormy year for property insurers a string of storms typhoons and earthquakes has made 2004 the most expensive year on record for property insurers according to swiss re the world s second biggest insurer said disasters around the globe have seen property claims reach 42bn 21 5bn 2004 reinforces the trend towards higher losses said swiss re tightly packed populations in the areas involved in natural and man made disasters were to partly to blame for the rise in claims it said some 95 of insurance claims were for natural catastrophes with the rest attributed to made made events the largest claims came from the us which was struck by four hurricanes and japan which suffered the highest concentration of typhoons for decades plus a major earthquake europe suffered fewer natural disasters but 191 people were killed and more than 2 000 injured in march after the terrorist attack on train stations in madrid the damages claimed in 2004 eclipsed previous years including 2001 when the 11 september attacks pushed claims up to 37bn swiss re said it had registered about 300 natural and man made disasters around the world in 2004 twenty one thousand people lost their lives in the catastrophes with a cost to the global economy of around 105bn 54bn
1,gsk aims to stop aids profiteers one of the world s largest manufacturers of hiv aids drugs has launched an initiative to combat the smuggling of cheaper pills supplied to poorer african countries back into europe for resale at far higher price the company glaxosmithkline is to alter the packaging and change the colour of the pills currently provided to developing nations under a humanitarian agreement it is estimated that drugs companies are losing hundreds of millions of dollars each year as a result of the diversion of their products in this way this is a very sensitive area for the big drugs companies they want to maintain their profits but have been put under tremendous pressure to provide cheap anti aids drugs to the world s poorest nations the result is that drugs supplied to africa are now more than thirty times cheaper than those sold in europe bringing these medicines within the reach of millions of hiv positive africans through their government s health care systems but the wide difference in price also means that there are big gains to be made from illegally diverting these cheaper drugs back into wealthier countries and re selling them at a higher price glaxosmithkline believes that by coating the pills destined for africa in a red dye and adding new identification codes both onto the pills and on the packaging then this trade can be substantially reduced the company says that it will then be possible to identify specific distributors in africa who have re sold humanitarian drugs for profit as well as those suppliers in europe that have also been involved in the trade glaxo says distribution of the new look drugs has already begun and that their chemical content is identical to those currently being sold in europe
2,desailly backs blues revenge trip marcel desailly insists there is no chance of history repeating itself when chelsea take on barcelona on wednesday the french star was part of the chelsea side crushed 5 1 at the nou camp in the champions league quarter final second leg in 2000 things will be totally different this time he told bbc sport now everyone knows about chelsea and is a little bit afraid of them they are one of the major clubs in europe and the pressure will be on barcelona chelsea have not played barcelona since that quarter final tie five years ago the blues had looked destined to progress after winning the first leg at stamford bridge 3 1 courtesy of two goals from tore andre flo and one by gianfranco zola but they collapsed in the second leg going down to strikes from rivaldo 2 luis figo dani and patrick kluivert former chelsea captain desailly who is now playing for al gharafa in qatar says there is no comparison between that side and the current blues team who are top of the premiership mentally they are much stronger even though a lot of their players are young the 36 year old said we made some mistakes at the nou camp in 2000 a lot of them were individual mistakes it would not happen now this team has a new motivation and a different mentality world cup winner desailly saw huge changes during his time at stamford bridge he was signed for 4 6m from ac milan in 1998 by ruud gullit and went on to play under gianluca vialli and claudio ranieri but the biggest change occurred when billionaire roman abramovich bought the club in 2003 desailly says the russian s arrival helped to instil a winning mentality at the club as well as a demand for success the whole of chelsea is different now the chairman the manager and all the players he said everything is new and there is a huge determination to win since that game in 2000 chelsea have gained more experience in europe and were very close to reaching the champions league final last season desailly is one of the most decorated players in the history of football he won the 1998 world cup and 2000 european championship with france the champions league in 1993 with marseilles and 1994 with ac milan two serie a titles and the fa cup in 2000 with chelsea he is now winding down his career in qatar alongside the likes of frank lebeouf josep guardiola titi camara gabriel batistuta and christophe dugarry so he is full of admiration for two of his colleagues from the great milan side of the mid 90s who are likely to line up against manchester united on wednesday paolo maldini and alessandro costacurta i m happy that they have managed to play so long at a high level he said i made a vow to costacurta that as long as he plays i will continue to play and it s amazing that paolo has managed to play at such a high level for such a long time
2,gallas sees two horse race chelsea s william gallas believes they will battle it out with arsenal for the premiership in the coming months it ll be a two horse race all the way to the end of the season because we are both going to give it everything he told bbc sport you need to be good and you need a lot of luck you need a bit of both but it will be as hard for the arsenal players as it is for the chelsea boys we know that we have got the power in our hands just now added gallas but you never know what is going to happen in football two seasons ago manchester united picked up so many points towards the end of the season when they won the title obviously nobody at chelsea wants to come second but you never know what happens in football we will be challenging to come first as much as every arsenal player will be challenging to come first gallas has been given extra confidence by the impact manager jose mourinho has had since taking over as manager during the summer and the french international defender believes mourinho is perfectly suited to boss the squad of chelsea stars and says his managerial expertise will prevent any player revolt it s only normal when you have got a team put together of such big names that you put the finishing touch to it and the finishing touch at chelsea is a fantastic manager like mourinho he said he is the icing on the cake at the club he has this fantastic knack of thinking of everything another incredible quality that mourinho has is that every player even though the fans may consider them to be a stars within the dressing room they are absolutely equal mourinho reminds everyone but he doesn t have to because he has created a wonderful atmosphere where everybody is playing and laughing every day it is a changed dressing room from the atmosphere there was last year
1,us bank in 515m sec settlement five bank of america subsidiaries have agreed to pay a total of 515m 277m to settle an investigation into fraudulent trading share practices the us securities and exchange commission announced the settlements the latest in an industry wide clean up of us mutual funds the sec also said it had brought fraud charges against two ex senior executives of columbia distributor columbia distributor was part of fleetboston bought by boa last year three other ex columbia executives agreed settlements with the sec the sec has set itself the task of stamping out the mutual funds use of market timing a form of quick fire short term share trading that harms the interests of small investors with whom mutual funds are particularly popular in the last two years it has imposed penalties totalling nearly 2bn on 15 funds the sec unveiled two separate settlements one covering boa s direct subsidiaries and another for businesses that were part of fleetboston at the time in both cases it said there had been secret deals to engage in market timing in mutual fund shares the sec agreed a deal totalling 375m with banc of america capital management bacap distributors and banc of america securities it was made up of 250m to pay back gains from market timing and 125m in penalties it is to be paid to the damaged funds and their shareholders separately the sec said it had reached a 140m deal equally split between penalties and compensation in its probe into columbia management advisors cam and columbia funds distributor cfd and three ex columbia executives these businesses became part of boa when it snapped up rival bank fleetboston in a 47bn merger last march the sec filed civil fraud charges in a boston federal court against james tambone who it says headed cfd s sales operations and his alleged second in command robert hussey the sec is pressing for the highest tier of financial penalties against the pair for multiple violations repayment of any personal gains and an injunction to prevent future breaches a spokeswoman for the sec s boston office told the bbc there was no immediate comment from the men s lawyers the sec s settlement with cam and cfd included agreements with three other ex managers peter martin erik gustafson and joseph palombo who paid personal financial penalties of between 50 100 000
2,benitez deflects blame from dudek liverpool manager rafael benitez has refused to point the finger of blame at goalkeeper jerzy dudek after portsmouth claimed a draw at anfield dudek fumbled a cross before lomana lualua headed home an injury time equaliser levelling after steven gerrard put liverpool ahead benitez said it was difficult for jerzy it was an unlucky moment he was expecting a cross from matthew taylor and it ended up like a shot so i don t blame him for what happened benitez admitted it was a costly loss of two points by liverpool who followed up their derby defeat against everton with a disappointing draw he said we had many opportunities but didn t score and in the end a 1 0 lead was not enough if you don t have any chances you have to think of other things but when you are creating so many chances as we are there is nothing you can say to the players it was a pity we lost two points but we have one more point in the table now we have another difficult game against newcastle and we have to recover quickly from that
